speed_variance,path_curvature,idle_duration,is_bot
0.5855695508133807,0.2885122800051417,1.0920026229149922,0
0.6352674001390708,0.2729440087528957,11.113118782356265,0
0.45828341431428443,0.21025421359649388,14.412017233533245,0
0.5898363780950875,0.5190441368712237,10.120992972767286,0
0.4625960939258303,0.7928182803839476,5.609366001397062,0
0.026486204210116285,0.012271863388532561,0.0932399367193968,1
0.7054862458556664,0.21258625227292827,7.339722235472108,0
0.03251623373304947,0.01993565948022622,0.06015842667306962,1
0.022969522037965567,0.0151783226694808,0.023770339112694407,1
0.4104247799952192,0.7345967186008471,2.3270430204081416,0
0.028556858270421582,0.007817060740191376,0.0714435633848182,1
0.8106328817754711,0.35901929190820014,13.899745869434575,0
0.03280433488004292,0.005154945168474752,0.09419850876639367,1
0.4096405519364463,0.4172643098799267,7.131458577073253,0
0.49898483209823724,0.32363992216946424,14.283621091924216,0
0.8689260525638351,0.5005816934011847,14.53735439113736,0
0.4631437403337886,0.5694195586022822,14.126030776867932,0
0.543200779991445,0.78853899718263,4.834274710778305,0
0.43425399610883497,0.7376946348481628,2.433812570001053,0
0.5771166436391117,0.4312147513207367,14.811984135079724,0
0.815610568691302,0.4166534491837635,7.770249036349882,0
0.4861581638917727,0.5174282477594372,3.438775681273907,0
0.8180516204902641,0.30831031337097614,11.976634986805596,0
0.7633771830156505,0.3631705070738025,10.044264910750753,0
0.887551102335395,0.5868498852862338,1.2000047354003975,0
0.740460069125288,0.25988652560879744,2.0151476448351717,0
0.04577783981682429,0.002958805522940111,0.00747730498248681,1
0.0164920144024297,0.0007920450699333847,0.035009191243619675,1
0.6391696894574381,0.3163017922351846,10.744328756698616,0
0.8505057428830236,0.6876206325488011,4.825373763441786,0
0.02533180242650565,0.007726421738563656,0.02363696757411561,1
0.8249124797522975,0.7833175847084615,14.770622094733977,0
0.5714050088529872,0.250936693422187,11.846834430438056,0
0.04028494942010304,0.015854975130310624,0.08426368676977061,1
0.5258232939339276,0.272836587449344,12.616754277414298,0
0.6446170194989078,0.41261546918309616,10.02230018206926,0
0.5908958967711782,0.6284865754542415,12.72466206334693,0
0.0063240828520111265,0.016511502648411863,0.05866455378091848,1
0.7519410642239247,0.4059688585079456,13.521987003144876,0
0.5699436356174044,0.3866936449147421,8.322518543241738,0
0.744479727674354,0.782594143285605,14.586107104552251,0
0.8982985388619191,0.6217820187086063,10.093129162170388,0
0.04864543065995858,0.0066688710012292795,0.04426592041900458,1
0.7093966790745436,0.5710016464962748,11.716981422376694,0
0.5069241080364256,0.2975017383858912,12.810863325080337,0
0.7816527241419672,0.5943215299247365,9.049084205429804,0
0.00019085042787740926,0.013115217453525833,0.0527824138043109,1
0.5983829754978294,0.7086895779096354,3.2808003710624174,0
0.5624746849086941,0.35782651650688113,2.2256483515572922,0
0.4031861676508773,0.5387066815303945,6.467107567001401,0
0.4994397465696438,0.4214032887120718,2.0313203183336146,0
0.4646144220590036,0.2745041189174031,1.057853881354683,0
0.450285068899204,0.6430397549218276,1.2268418329799857,0
0.6339646593139385,0.6526714106928986,11.916263600676398,0
0.4519030732609273,0.5622267896088149,4.016926846774329,0
0.5493281708970779,0.3671915805347119,1.997711067781946,0
0.4206297703177073,0.2838069374665656,4.655913290982867,0
0.01860128981990012,0.010350271185073937,0.09276605917415653,1
0.6004484697126365,0.29501121966057775,6.302370298157251,0
0.4394146785159861,0.3094322053555796,14.21293319441469,0
0.6840788797244578,0.6547231055070521,1.4809681957580159,0
0.8493005824103959,0.4464119690355753,7.159059069298795,0
0.6547467164761054,0.7607265360096032,8.323336150416772,0
0.036568705755035597,0.012954157234958874,0.06378871949382653,1
0.7448001347530273,0.7216500626433358,7.008882635719062,0
0.011783706397533972,0.014415711388549078,0.029511093815147407,1
0.4680259295697549,0.30677281788527516,12.81576203134303,0
0.045248062040551706,0.01376567177067248,0.03381131785867271,1
0.4379872012366177,0.2811602283554247,9.10061330422744,0
0.046967547792997985,0.017376070771833153,0.07079612264603445,1
0.7577565966191555,0.6915437620564855,5.0158223514213836,0
0.03272279102006314,0.014480730071894822,0.09331492085018744,1
0.0011473599996815853,0.01663531645273304,0.026492641583307355,1
0.6610659465311468,0.5944793552629308,9.576514648572374,0
0.8555581500673214,0.40152193971416406,11.895777021868332,0
0.044331436264675714,0.015416583972049187,0.05486726112822729,1
0.7650060839854739,0.6132422268265878,14.601490749552863,0
0.5203815461249901,0.6957268269753982,1.0621511440521518,0
0.0063031771879858926,0.0072351271863115895,0.07293080290947483,1
0.016531426724189325,0.016196601021134866,0.06525194728480015,1
0.5195735331738982,0.49313287124782346,13.335019798943097,0
0.8414142957885145,0.27963205326254337,6.1756809020700025,0
0.5860379966024396,0.6686454954234493,1.183486297532138,0
0.8189066564568942,0.5378760310576776,6.233943146056626,0
0.7792598152966491,0.5421295992332723,14.194364775865996,0
0.7347781977591371,0.654751805805879,9.278546230110313,0
0.5708611215801003,0.5076541332313784,12.463936407479116,0
0.8176605556651586,0.6964642948287247,3.9045706551633366,0
0.416144644425923,0.33556633785613493,10.409301267620608,0
0.04407785540970469,0.005932535551135379,0.0300203105687341,1
0.7167627639873921,0.5029498899176834,14.390385543264209,0
0.7509922828401032,0.5764846091440505,6.617631618654515,0
0.7443451588491485,0.5172797900635211,7.645114189350557,0
0.02089948948206838,0.007895655982819398,0.0562087532887594,1
0.7298253501338017,0.39500342077425443,12.18016251507911,0
0.4832515521441841,0.6458503235037798,13.25665030479333,0
0.8714529532150077,0.7914447383840066,9.747163213001457,0
0.02989216091453395,0.0010570230613757214,0.04925933281112369,1
0.7048697942703417,0.22655493841841715,2.2791970926399774,0
0.46169000566850404,0.7397366296573433,5.642476588929416,0
0.4356121215990341,0.43943246792050683,12.816718176506637,0
0.7026250950278878,0.35212652731610095,11.016643867820225,0
0.6796083037363672,0.5280868247630685,7.823917683887812,0
0.005256165661390988,0.01822198187801485,0.02164499394171814,1
0.4119907708024381,0.781833043091346,8.180098725546241,0
0.7740424462888171,0.3082171920140974,7.529911867732424,0
0.5150122125490708,0.6708421993299236,13.620408294469247,0
0.6510187725843748,0.2978630151346846,7.717220338712593,0
0.5076156051978036,0.6081810932940839,12.79945497714606,0
0.5757809945483301,0.5499005276475367,13.340976488801795,0
0.039455124828225635,0.007479015112521319,0.07172377379398913,1
0.7586468726279689,0.443751136131286,10.247129227429275,0
0.6255052777130355,0.40740781837501777,11.145416821580127,0
0.028353610793720133,0.00724631721962715,0.06497094246849422,1
0.02321056958255793,0.001464603704243268,0.09317942357856833,1
0.7557960847144215,0.5305141133809699,3.535475665163581,0
0.4139579234387842,0.22290127186299227,10.14233245205166,0
0.6662277856330323,0.7121867474133576,2.4229506497983495,0
0.47574815611259025,0.2400778879001326,14.23662241211008,0
0.735813062608543,0.6429931807333118,13.37371486873009,0
0.8571786269982531,0.4846235933485557,12.790779548094742,0
0.7860795545542161,0.49450289685102616,13.551686456896956,0
0.532455595047051,0.4330484123360512,4.985882988345959,0
0.5168610273121491,0.4086048480877322,1.8503951090276813,0
0.7948762100550986,0.31896494033961337,7.674246651729421,0
